Model,Price,Rating,Specs,Company,Spec_Score
Samsung Vision AI UE85AH 75 inch Ultra HD 4K Smart LED TV (UA75UE85AHULXL),"₹86,990",4.5,"75 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 1 USB PortsSupports Apps & Games",amazon,67
Samsung Vision AI S95H 55 inch Ultra HD 4K Smart OLED TV (QA55S95HXULXL),"₹1,80,990",4.5,"55 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV70 W OutputHDR4 HDMI Ports, 3 USB PortsDolby Atmos",croma,82
Samsung U8500H 75 inch Ultra HD 4K Smart LED TV (UA75U8500HULXL),"₹1,02,490",4.25,"75 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,67
Samsung Vision AI S85H 55 inch Ultra HD 4K Smart OLED TV (QA55S85HAELXL),"₹1,07,999",4.55,"55 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR4 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,75
Samsung Vision AI S95H 65 inch Ultra HD 4K Smart OLED TV (QA65S95HXULXL),"₹2,19,990",4.55,"65 in, OLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV70 W OutputHDR4 HDMI Ports, 3 USB PortsDolby Atmos",amazon,84
Samsung QN80H 100 inch Ultra HD 4K Smart QLED TV (QA100QN80HUXXL),"₹5,70,990",4.4,"100 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV30 W OutputHDR, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",croma,82
Samsung QN70H 65 inch Ultra HD 4K Smart QLED TV (QA65QN70HAULXL),"₹1,24,990",4.2,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games",croma,66
Toshiba E36RP Series 43 inch Full HD Smart QLED TV (43E36RP),"₹24,990",4.35,"43 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV26 W OutputHDR3 HDMI Ports, 2 USB PortsDolby Audio",amazon,45
Hisense E6S Series 55 inch Ultra HD 4K Smart LED TV (55E6S),"₹35,990",4.15,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV30 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,54
Motorola 43FHDGQMGS4Q 43 inch Full HD Smart QLED TV,"₹22,499",4.3,"43 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV50 W Output1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsDolby Audio",flipkart,46
Croma Pro CREL055UGQ024650 55 inch Ultra HD 4K Smart QLED TV,"₹41,990",4.65,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV20 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,57
Coocaa 75MINI75Q 75 inch Ultra HD 4K Smart Mini LED TV,"₹63,999",4.35,"75 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 36 W OutputA55 Quad core, 1.5GHz Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,69
Akai AL32GS-SMWS 32 inch HD Ready Smart LED TV,"₹12,980",4.4,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputQuad Core Processor, 1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",flipkart,35
Onida Q55UDI 55 inch Ultra HD 4K Smart QLED TV,"₹32,999",4.55,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TVHDR3 HDMI Ports, 2 USB PortsSupports Apps & Games60 Hz, 16:9 Ratio",amazon,46
Samsung Q7F 98 inch Ultra HD 4K Smart QLED TV (QA98Q7FAAULXL),"₹2,91,490",4,"98 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, High Frame Rate (HFR)3 HDMI Ports, 1 USB PortsSupports Apps & Games",croma,71
Bush BH55S YPRO/U 55 inch Ultra HD 4K Smart LED TV,"₹25,499",4,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output512 MB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,43
Bush BH43S Y PRO 43 inch Full HD Smart LED TV,"₹14,999",4.2,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output512 MB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,36
Haier A9G 43 inch Full HD Smart LED TV (43A9G),"₹26,980",4.5,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",flipkart,39
Realme TechLife 85UHDGQRWSDQ 85 inch Ultra HD 4K Smart QLED TV,"₹97,499",4.3,"85 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,72
Realme TechLife 65UHDGQRASDQ 65 inch Ultra HD 4K Smart QLED TV,"₹44,499",4.45,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 40 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,59
Onida Karaoke Series 43 inch Ultra HD 4K Smart QLED TV (Q43UFHD),"₹27,799",4.6,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,50
Onida Karaoke Series 43 inch Ultra HD 4K Smart LED TV (43UGF),"₹26,499",4.75,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision3 HDMI Ports, 1 USB PortsDolby Atmos",flipkart,49
Onida Karaoke Series 50 inch Ultra HD 4K Smart QLED TV (Q50UGFHD),"₹32,499",4.35,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,52
realme TechLife 32HDGQRVSAQ 32 inch HD Ready Smart QLED TV,"₹11,199",4.6,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",flipkart,37
RGL RGL4301 43 inch Ultra HD 4K Smart LED TV,"₹21,986",4.45,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 HDMI Ports, 2 USB PortsSupports Apps & Games60 Hz, 16:9 Ratio",flipkart,39
RGL RGL4301 43 inch Full HD Smart LED TV,"₹18,987",4.55,"43 in, LED TVFull HD, 1920 x 1080 pixelsSmart TV2 Speakers, 30 W Output2 HDMI Ports, 2 USB PortsSupports Apps & Games60 Hz, 16:9 Ratio",flipkart,30
RGL RGS5502 55 inch Ultra HD 4K Smart LED TV,"₹37,006",4.75,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsSmart TV2 Speakers, 30 W Output2 HDMI Ports, 2 USB PortsSupports Apps & GamesScreen Mirroring60 Hz",flipkart,42
Wobble K Series 43 inch Full HD Smart LED TV (WB43FDAGU2841D25),"₹18,999",4.5,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,36
Wobble K Series 65 inch Ultra HD 4K Smart LED TV (WB65UDAGU2875D25),"₹43,999",4.35,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV36 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,55
Wobble X Series 50 inch Ultra HD 4K Smart QLED TV (WB50QDXGU2875T24),"₹33,999",4.4,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV80 W Output16 GB Storage3 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,50
Wobble X Series 55 inch Ultra HD 4K Smart QLED TV (WB55QDXGU2875T24),"₹37,999",4.5,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV80 W Output16 GB Storage3 HDMI Ports, 2 USB PortsDolby Atmos",flipkart,51
Wobble X Series 43 inch Ultra HD 4K Smart QLED TV (WB43QDXGU2875T24),"₹25,999",4.25,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV80 W Output16 GB Storage3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,48
Blaupunkt BP32JQHD0006 32 inch HD Ready Smart QLED TV,"₹9,749",4,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV48 W OutputAmlogic Processor, 1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,34
Thomson 32TJHQ002 32 inch HD Ready Smart QLED TV,"₹9,749",4.05,"32 in, QLED TV1366 x 768 pixelsEthernetSmart TV2 Speakers, 36 W OutputAmlogic Processor, 1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,31
Motorola 65UHDGQMWSDQ 65 inch Ultra HD 4K Smart QLED TV,"₹43,999",4.55,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 50 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,61
Realme TechLife 55UHDGDRWSDB 55 inch Ultra HD 4K Smart LED TV,"₹31,999",4.35,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,48
Motorola 55UHDGQMWSDQ 55 inch Ultra HD 4K Smart QLED TV,"₹32,999",4.15,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 50 W Output2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,59
Realme TechLife 65UHDGDRWSDB 65 inch Ultra HD 4K Smart LED TV,"₹42,499",4.5,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,51
Haier H5E 65 inch Ultra HD 4K Smart LED TV (65H5E),"₹60,490",4.3,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputARM Advanced Multi-Core Cortex CA55 Processor, 2 GB RAM, 32 GB StorageHDR4 HDMI Ports, 2 USB Ports",amazon,55
Haier H5E 55 inch Ultra HD 4K Smart LED TV (55H5E),"₹41,490",4.3,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputARM Advanced Multi-Core Cortex CA55 Processor, 2 GB RAM, 32 GB StorageHDR4 HDMI Ports, 2 USB Ports",amazon,51
Croma 50UGL024651 50 inch Ultra HD 4K Smart LED TV,"₹27,990",4.55,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR4 HDMI Ports, 2 USB Ports",croma,48
VW Pro Series 55 inch Ultra HD 4K Smart QLED TV (VW55GQ1),"₹29,999",4.75,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 48 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,52
Motorola 43FHDGQMVSMQ 43 inch Full HD Smart QLED TV,"₹22,499",4.05,"43 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 40 W Output1 GB RAM, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,40
Croma 32HBL024602 32 inch Full HD LED TV,"₹8,490",4.75,"32 in, LED TV1366 x 768 pixelsSmart TV: No2 Speakers, 20 W Output2 HDMI Ports, 2 USB PortsDolby Audio60 Hz, 16.9 Ratio",croma,21
Croma CREL043UGL024651 43 inch Ultra HD 4K Smart LED TV,"₹23,990",4.15,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsEthernetSmart TV2 Speakers, 20 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR4 HDMI Ports, 2 USB Ports",croma,43
Realme TechLife 55UHDWQRALLQ 55 inch Ultra HD 4K Smart QLED TV,"₹30,499",4.2,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputQuad Core Processor, 1 GB RAM, 8 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,50
Croma CREL055UGQ333850 55 inch Ultra HD 4K Smart QLED TV,"₹36,990",4.15,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",croma,50
Hisense Tornado A7Q 55 inch Ultra HD 4K Smart LED TV (55A7Q),"₹41,990",4.4,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV49 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,55
Haier M92 65 inch Ultra HD 4K Smart Mini LED TV (H65M92FUX),"₹1,05,990",4.55,"65 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 50 W Output4 GB RAM, 64 GB StorageHDR, Dolby Vision4 HDMI Ports, 2 USB Ports",amazon,80
LG QNED 8GA 55 inch Ultra HD 4K Smart Mini LED TV (55QNED8GA6A),"₹78,740",4.6,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB PortsDolby Atmos",amazon,70
Onida NexG 43 inch Ultra HD 4K Smart LED TV (43UGI),"₹24,493",4.45,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,43
VZY X43UHQG5 43 inch Ultra HD 4K Smart QLED TV,"₹27,990",4.45,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsSmart TV40 W OutputA55 x 4@1.5GHZ Processor, 2 GB RAM, 32 GB StorageHDR2 HDMI Ports, 2 USB PortsDolby Audio",flipkart,49
Sansui JSW55UG23 55 inch Ultra HD 4K Smart LED TV,"₹37,490",4,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,50
Onida MZ55MIN 55 inch Ultra HD 4K Smart Mini LED TV,"₹47,999",4.75,"55 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,58
Kodak MotionX 65 inch Ultra HD 4K Smart QLED TV (65MX1212),"₹44,999",4.45,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV70 W Output2 GB RAM, 32 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,56
Haier K85 Series 65 inch Ultra HD 4K Smart LED TV (H65K85FUX),"₹60,490",4.15,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W Output4 HDMI Ports, 2 USB PortsSupports Apps & Games60 Hz, 16:9 Ratio",flipkart,47
Kodak MotionX 75 inch Ultra HD 4K Smart QLED TV (75MX0019),"₹64,999",4.35,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV70 W Output2 GB RAM, 32 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,60
Vu Masterpiece Frame Series 2025 75 inch Ultra HD 4K Smart QLED TV (75MASTERPIECE),"₹93,999",4.5,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV6 Speakers, 124 W Output3 GB RAM, 16 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)3 HDMI Ports, 2 USB Ports",flipkart,77
Sansui JSW43FHG5Q 43 inch Full HD Smart QLED TV,"₹26,990",4.5,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",amazon,40
Sansui JSW100GSQLEDFF 100 inch Ultra HD 4K Smart QLED TV,"₹2,79,990",4.3,"100 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 60 W OutputA73 x 4-1.5GHz Processor, 3 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,82
LG LR573 32 inch HD Ready Smart LED TV (32LR573B6LA),"₹15,800",4.05,"32 in, LED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 10 W OutputHDR2 HDMI Ports, 1 USB Ports60 Hz, 16:9 Ratio",flipkart,34
Acer Ultra V Series 50 inch Ultra HD 4K Smart QLED TV (AR50QDVGU2875BD),"₹27,999",4.75,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV36 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,55
Elista TDU43GA 43 inch Ultra HD 4K Smart LED TV,"₹25,960",4.7,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,43
Croma CREL065UGQ024650 65 inch Smart QLED TV,"₹58,990",4.65,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV40 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,59
Acer Ultra I Series 65 inch Ultra HD 4K Smart LED TV (AR65UDGGU2875BD),"₹43,999",4.3,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV40 W OutputDual Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,56
Acer Ultra I Series 55 inch Ultra HD 4K Smart LED TV (AR55UDGGU2875BD),"₹30,999",4.4,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV36 W OutputDual Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,54
Wobble K Series 43 inch Ultra HD 4K Smart LED TV (WB43UDAGU2875D25),"₹20,499",4.15,"43 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV30 W OutputQuad Core Processor, 2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,49
Toshiba Z570RP 98 inch Ultra HD 4K Smart QLED TV (98Z570RP),"₹2,49,999",4.15,"98 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV60 W Output16 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 2 USB Ports",amazon,80
Metz QP225G 32 inch HD Ready Smart QLED TV (32QP225G),"₹13,999",4.1,"32 in, QLED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 20 W OutputA55, 1.5GHz Processor, 8 GB Storage2 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,35
TCL C72K 98 inch Ultra HD 4K Smart Mini LED TV (98C72K),"₹3,99,990",4.4,"98 in, Mini LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputA73 Processor, 3 GB RAM, 64 GB StorageHDR, Dolby Vision, High Frame Rate (HFR)4 HDMI Ports, 1 USB Ports",croma,82
Metz QP225G 43 inch Full HD Smart QLED TV (43QP225G),"₹35,999",4.25,"43 in, QLED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputA55, 1.5GHz Processor, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",flipkart,43
Toshiba M450RP Series 75 inch Ultra HD 4K Smart QLED TV (75M450RP),"₹77,499",4.2,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV36 W OutputHDR, Dolby Vision3 HDMI Ports, 2 USB PortsDolby Atmos",amazon,66
Motorola 75UHDGQMWSTQ 75 inch Ultra HD 4K Smart QLED TV,"₹62,999",4.35,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,61
Metz QP425G 43 inch Ultra HD 4K Smart QLED TV (43QP425G),"₹24,999",4.25,"43 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputA55, 1.5GHz Processor, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,55
Metz Frameless 65 inch Ultra HD 4K Smart LED TV (65G425E),"₹55,999",4.15,"65 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputA55, 1.5GHz Processor, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,53
Metz QP425G 65 inch Ultra HD 4K Smart QLED TV (65QP425G),"₹59,999",4.35,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputA55, 1.5GHz Processor, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,65
Metz Frameless 55 inch Ultra HD 4K Smart LED TV (55G425E),"₹35,999",4.3,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputA55, 1.5GHz Processor, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,49
Sansui JSW65UG23Q 65 inch Ultra HD 4K Smart QLED TV,"₹58,490",4.05,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,65
Blaupunkt BP50JQD0026 50 inch Ultra HD 4K Smart QLED TV,"₹24,999",4.05,"50 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 48 W OutputAmlogic Chipset Processor, 2 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,45
Blaupunkt BP55JQD0036 55 inch Ultra HD 4K Smart QLED TV,"₹28,999",4.05,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 48 W OutputAmlogic Chipset Processor, 2 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsSupports Apps & Games",flipkart,46
TCL C6KS 65 inch Ultra HD 4K Smart QLED TV (65C6KS),"₹64,999",4.65,"65 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,65
TCL C6KS 75 inch Ultra HD 4K Smart QLED TV (75C6KS),"₹99,999",4.3,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",flipkart,67
Thomson 55TJQ0032 55 inch Ultra HD 4K Smart QLED TV,"₹27,999",4.75,"55 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV48 W OutputAmlogic Chipset Processor, 2 GB RAM, 8 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,46
Nacson NS43FHD25M 43 inch Full HD Smart LED TV,"₹19,999",4.45,"43 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 30 W Output2 HDMI Ports, 2 USB PortsSupports Apps & GamesScreen Mirroring",flipkart,37
BPL 32HF2300 32 inch HD Ready Smart LED TV,"₹12,490",4.6,"32 in, LED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 20 W Output1 HDMI Ports, 2 USB PortsSupports Apps & Games60 Hz, 16:9 Ratio",flipkart,31
Panasonic TH-55PX735DX 55 inch Ultra HD 4K Smart LED TV,"₹46,636",4.6,"55 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W Output2 GB RAM, 16 GB StorageHDR3 HDMI Ports, 2 USB Ports",flipkart,53
Skylive SL328SG 32 inch HD Ready Smart LED TV,"₹8,244",4.1,"32 in, LED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 20 W Output2 HDMI Ports, 2 USB PortsSupports Apps & GamesScreen Mirroring",flipkart,31
Croma CREL050UGL024650 50 inch Ultra HD 4K Smart LED TV,"₹29,990",4.55,"50 in, LED TV4K Resolution, 3840 x 2160 pixelsWifiSmart TV2 Speakers, 20 W Output2 GB RAM, 32 GB StorageHDR3 HDMI Ports, 2 USB Ports",croma,48
Sansui JSS32GSQLED 32 inch HD Ready Smart QLED TV,"₹12,799",4.6,"32 in, QLED TV1366 x 768 pixelsWifi, EthernetSmart TV2 Speakers, 20 W Output1 GB RAM, 8 GB StorageHDR2 HDMI Ports, 2 USB Ports",flipkart,38
Coocaa S4U Plus 50 inch Full HD Smart LED TV,"₹22,999",4.65,"50 in, LED TVFull HD, 1920 x 1080 pixelsWifi, EthernetSmart TV2 Speakers, 20 W OutputQuad Core Processor, 4 GB Storage3 HDMI Ports, 2 USB PortsDolby Audio",flipkart,35
Nacson NS32VCR25M 32 inch HD Ready Smart QLED TV,"₹11,999",4.2,"32 in, QLED TV1366 x 768 pixelsWifiSmart TV2 Speakers, 30 W Output2 HDMI Ports, 2 USB PortsDolby AudioSupports Apps & Games",flipkart,38
Sansui JSW75UG23QF 75 inch Ultra HD 4K Smart QLED TV,"₹82,990",4.1,"75 in, QLED TV4K Resolution, 3840 x 2160 pixelsWifi, EthernetSmart TV2 Speakers, 30 W OutputQuad Core Processor, 2 GB RAM, 32 GB StorageHDR, Dolby Vision3 HDMI Ports, 2 USB Ports",amazon,67
